name,slug,description,icon,category_slug,price,price_type,price_min,price_max,duration,delivery_days,max_clients,is_featured,popularity,order,benefits,faq,prerequisites,deliverables,seo_title,seo_description,is_active
"Job Safety Analysis (JSA)",jsa,"Detailed job safety analysis for specific tasks and operations. Break down each job step, identify hazards, and develop safe work procedures.",:clipboard:,risk-assessment,,quote,,,,0,7,15,FALSE,82,2,"[""Task-specific safety"",""Reduced incidents"",""Worker engagement""]","[{""question"":""How many jobs need JSA?"",""answer"":""High-risk tasks, non-routine operations, and jobs with incident history are prioritized.""}]","[""Task list"",""Worker availability for consultation""]","[""JSA documents"",""Safe work procedures"",""Training materials""]","Job Safety Analysis Services | FeeVert Tanzania","Professional JSA services for workplace safety.",TRUE
"OHS Compliance Audits",ohs-audits,"Internal and external OHS audits against OSHA regulations and international standards. Gap analysis, findings report, and corrective action planning.",:chart:,ohs-audits,,quote,,,,0,21,8,TRUE,86,1,"[""Identify compliance gaps"",""Audit readiness"",""Continuous improvement""]","[{""question"":""How long does an OHS audit take?"",""answer"":""3-10 days on-site depending on organization size, plus reporting time.""}]","[""OHS documentation"",""Workplace access""]","[""Audit report"",""Gap analysis"",""Corrective action plan""]","OHS Compliance Audit Services | FeeVert Tanzania","Professional OHS compliance audit services.",TRUE
"ISO 45001 Certification Support",iso-45001,"Comprehensive support for ISO 45001 Occupational Health and Safety Management System certification. Gap analysis, documentation, implementation, and certification audit preparation.",✅,ohs-audits,,quote,,,,0,90,5,TRUE,84,2,"[""International certification"",""Improved safety culture"",""Reduced incidents""]","[{""question"":""How long to get ISO 45001 certified?"",""answer"":""3-12 months depending on organization size and current OHS practices.""}]","[""Management commitment"",""Organizational scope""]","[""Gap analysis"",""OHSMS documentation"",""Internal audit training"",""Certification readiness""]","ISO 45001 Certification Support Tanzania | FeeVert","Comprehensive ISO 45001 OHSMS certification support services.",TRUE
"General Workplace Safety Training",workplace-safety-training,"Comprehensive workplace safety training covering hazard awareness, safe work practices, emergency procedures, and employee responsibilities under OHS legislation.",:books:,ohs-training,,range,300000,1500000,480,7,30,TRUE,86,1,"[""Certified training"",""Practical exercises"",""Certificate of completion""]","[{""question"":""Do you provide certificates?"",""answer"":""Yes, participants receive certificates recognized by OSHA.""}]","[""Training venue"",""Minimum 10 participants""]","[""Training materials"",""Participant certificates"",""Training report""]","Workplace Safety Training | FeeVert Tanzania","Certified workplace safety training programs.",TRUE
"Fire Safety & Emergency Response Training",fire-safety-training,"Fire safety awareness, fire extinguisher use, evacuation procedures, emergency response team training, and fire drill facilitation.",🔥,ohs-training,,range,400000,2000000,480,7,30,TRUE,84,2,"[""Hands-on fire extinguisher practice"",""Evacuation drill"",""Emergency preparedness""]","[{""question"":""Do you conduct live fire drills?"",""answer"":""Yes, we facilitate controlled fire extinguisher practice and evacuation drills.""}]","[""Training space"",""Fire extinguisher for practice""]","[""Training manual"",""Evacuation plan review"",""Drill report"",""Certificates""]","Fire Safety Training | FeeVert Tanzania","Fire safety and emergency response training.",TRUE
"First Aid & CPR Training",first-aid-training,"Certified first aid and CPR training covering life-saving techniques, wound management, medical emergencies, and workplace first aid requirements.",🏥,ohs-training,,range,300000,1500000,480,7,25,FALSE,82,3,"[""Life-saving skills"",""Certified training"",""Workplace compliance""]","[{""question"":""Is the certification recognized?"",""answer"":""Yes, certificates are recognized by OSHA and follow international first aid guidelines.""}]","[""Training room"",""Minimum 10 participants""]","[""First aid manual"",""CPR practice materials"",""Certificates""]","First Aid & CPR Training | FeeVert Tanzania","Certified first aid and CPR training for workplaces.",TRUE
"Incident Investigation & Root Cause Analysis",incident-investigation,"Professional investigation of workplace accidents and near-misses using root cause analysis techniques. Development of corrective actions to prevent recurrence.",:detective:,incident-response,,quote,,,,0,14,5,TRUE,84,1,"[""Identify true root causes"",""Prevent recurrence"",""Legal documentation support""]","[{""question"":""How soon should an incident be investigated?"",""answer"":""As soon as possible, ideally within 24 hours while evidence is fresh.""}]","[""Incident details"",""Site access"",""Witness availability""]","[""Investigation report"",""Root cause analysis"",""Corrective action plan"",""Prevention recommendations""]","Incident Investigation Services | FeeVert Tanzania","Professional workplace incident investigation services.",TRUE
"Emergency Response Plan Development",emergency-plan,"Development of comprehensive emergency response plans covering fire, medical, chemical spills, natural disasters, and other workplace emergencies.",🚨,incident-response,,quote,,,,0,21,10,FALSE,78,2,"[""Preparedness for emergencies"",""Regulatory compliance"",""Reduced response time""]","[{""question"":""What emergencies are covered?"",""answer"":""Fire, medical, chemical spills, natural disasters, security threats, and utility failures.""}]","[""Site assessment"",""Risk assessment completed""]","[""Emergency response plan"",""Evacuation maps"",""Emergency contacts"",""Drill schedule""]","Emergency Response Plan Development | FeeVert Tanzania","Professional emergency response plan development services.",TRUE
"Workplace Air Quality Monitoring",workplace-air,"Monitoring of workplace air quality including dust, fumes, gases, and vapors. Assessment against occupational exposure limits and recommendations for controls.",🌬️,workplace-hygiene,,quote,,,,0,14,15,FALSE,76,1,"[""Worker health protection"",""Regulatory compliance"",""Control recommendations""]","[{""question"":""What parameters do you measure?"",""answer"":""Particulates, CO, VOCs, solvents, welding fumes, and other workplace-specific contaminants.""}]","[""Workplace access"",""Process information""]","[""Air monitoring report"",""Exposure assessment"",""Control recommendations""]","Workplace Air Quality Monitoring | FeeVert Tanzania","Professional workplace air quality monitoring services.",TRUE
"Noise Level Assessment",noise-assessment,"Workplace noise monitoring and mapping, assessment against occupational noise exposure limits, and recommendations for hearing conservation programs.",🔊,workplace-hygiene,,quote,,,,0,7,15,FALSE,74,2,"[""Prevent hearing loss"",""Regulatory compliance"",""Control recommendations""]","[{""question"":""When is hearing protection required?"",""answer"":""When noise levels exceed 85 dB(A) over an 8-hour workday.""}]","[""Workplace access"",""Operational conditions""]","[""Noise assessment report"",""Noise map"",""Hearing conservation program""]","Workplace Noise Assessment | FeeVert Tanzania","Professional workplace noise monitoring and assessment services.",TRUE
"HSE Plan Development for Construction Projects",hse-plan,"Development of project-specific Health, Safety, and Environment (HSE) plans for construction and industrial projects. Includes risk register, method statements, and emergency procedures.",🏗️,construction-safety,,quote,,,,0,21,10,TRUE,86,1,"[""Project-specific safety"",""Contractor compliance"",""Reduced incidents""]","[{""question"":""What's included in an HSE plan?"",""answer"":""Risk register, method statements, emergency procedures, roles, and monitoring requirements.""}]","[""Project scope"",""Site details""]","[""HSE Plan document"",""Risk register"",""Method statements"",""Emergency procedures""]","Construction HSE Plan Development | FeeVert Tanzania","Professional HSE plan development for construction projects.",TRUE
"Site Safety Supervision",site-safety,"Provision of qualified safety officers for on-site supervision, daily inspections, toolbox talks, permit-to-work monitoring, and safety compliance enforcement.",👷,construction-safety,,quote,,,,0,7,5,FALSE,80,2,"[""Continuous safety oversight"",""Incident prevention"",""Regulatory compliance""]","[{""question"":""Do you provide full-time safety officers?"",""answer"":""Yes, we provide full-time or part-time qualified safety officers for projects.""}]","[""Project details"",""Duration requirements""]","[""Daily inspection reports"",""Safety statistics"",""Monthly performance report""]","Site Safety Supervision Services | FeeVert Tanzania","Professional on-site safety supervision services.",TRUE
"Permit-to-Work System Implementation",ptw-system,"Design and implementation of permit-to-work systems for high-risk activities including confined space entry, hot work, excavation, and working at heights.",📋,construction-safety,,quote,,,,0,14,10,FALSE,76,3,"[""Controlled high-risk work"",""Reduced incidents"",""Clear accountability""]","[{""question"":""What activities need permits?"",""answer"":""Confined space, hot work, excavation, working at heights, and electrical work.""}]","[""Task inventory"",""Risk assessments completed""]","[""PTW procedure"",""Permit templates"",""Training materials"",""Implementation support""]","Permit-to-Work System Implementation | FeeVert Tanzania","Design and implement permit-to-work systems for high-risk activities.",TRUE
